tt0118141,Michael Blevis,Carlos Richardson,Lisa Fusco,Steven C. Stewart,Crispin Glover,John Insinna,Kelly Swiderski,Robin Adams,Adam Parfrey,Rikky Wittman
tt0418329,Sam Page,Natassia Malthe,David Gant,Lidea Ruth,Michael Maxwell,Roger Pera,Howard Marks,Eddie Webber,André Schneider,Louis Phillips
tt0418458,Mona Zaki,Mostafa Shaaban,Menna Shalabi,Ramez Galal,Ahmad Aql,Fayeq Azab,Tareq El-Baih,Ahmad El-Hilwani,Magda El-Khatib,Yaser Farag
tt0418511,Seymour Cassel,Elisabeth Moss,Michael Esper,Glenn Fitzgerald,Jennifer Albano,J. Smith-Cameron,Michael Zegen,Matthew Arkin,Freddie Roman,Dick Capri
tt0418345,Martin Molitor,Martin Ontrop,,,,,,,,
tt0418110,Kim Rossi Stuart,Anna Mouglalis,Pierfrancesco Favino,Claudio Santamaria,Stefano Accorsi,Riccardo Scamarcio,Jasmine Trinca,Toni Bertorelli,Gigi Angelillo,Antonello Fassari
tt0418239,Carlo Delle Piane,Valeria Bruni Tedeschi,Silvana De Santis,Filippo Trojano,Martin Compston,Gary Maitland,William Ruane,Blerta Cahani,Klajdi Qorraj,Aishe Gjuriqi
tt0420577,Isabel Santos,Jorge Ortiz Sánchez,Paola Ríos,José Véliz,Bismark Virhuez,Soledad Ardaya,Jorge Jamarlli,Mario Pérez Umaña,Elia Arteaga,Jhon Sejas
tt0418647,Kurt Russell,Dakota Fanning,Oded Fehr,Kris Kristofferson,Elisabeth Shue,David Morse,Freddy Rodríguez,Luis Guzmán,Ken Howard,Holmes Osborne
tt0418763,Jake Gyllenhaal,Jamie Foxx,Lucas Black,Scott MacDonald,Peter Sarsgaard,Ming Lo,Kevin Foster,Brian Geraghty,Damion Poitier,Riad Galayini
tt0418625,Sue Birch,Rebecca Bustamante,Draper Mark Forte,Harry Goaz,Jeff Griffin,Grant James,Renée Kelly,Alana Macias,Lydia Miller,Bill Sebastian
tt0419945,Alejandro Calva,Luis Gerardo Méndez,José Carlos Femat,Ana Paula Corpus,Tizoc Arroyo,Enrique Cortés Bertrand,Silvia Carusillo,Hernan Del Riego,Yuriria del Valle,Grisele Hernández
tt0420015,Kathy Baker,Amy Brenneman,Glenn Close,LisaGay Hamilton,Elpidia Carrillo,Aomawa Baker,Miguel Sandoval,Mary Pat Dowhy,Andy Umberger,K Callan
tt0419294,Tommy Lee Jones,Barry Pepper,Dwight Yoakam,January Jones,Julio Cesar Cedillo,Melissa Leo,Levon Helm,Mel Rodriguez,Cecilia Suárez,Ignacio Guadalupe
tt0419673,Disiz,Béatrice Dalle,Alex Descas,Vincent Elbaz,Jean-Pierre Cassel,Simon Abkarian,Léa Drucker,Edouard Montoute,Simon Buret,Adrien Saint-Joré
tt0418773,Embeth Davidtz,Alessandro Nivola,David Kuhn,Alicia Van Couvering,Jerry Minor,Matt Besser,Will Oldham,Frank Hoyt Taylor,Scott Wilson,Ben McKenzie
tt0419722,Paul Anthony,Brendan Fletcher,Clarence Sponagle,Mark Hildreth,Carly Pope,David Beazely,Thea Gill,Alan Cumming,Ian McKellen,Serge Houde
tt0419773,Julia Hummer,Sabine Timoteo,Marianne Basler,Aurélien Recoing,Benno Fürmann,Anna Schudt,Claudia Geisler-Bading,Philipp Hauß,Victoria Trauttmansdorff,Peter Kurth
tt0419922,Sean Maher,Jaime Ray Newman,Janet Carroll,Stephen Tobolowsky,John Getz,Kathleen Rose Perkins,Tamara Tohill,Tricia Small,Sile Bermingham,Jacqueline Britton
tt0419663,Edward Furlong,Daniel Franzese,Andrew Keegan,Susan Ward,Sanoe Lake,Laura Ramsey,Aimee Garcia,Joel Michaely,Nate Parker,Nicole Bilderback
tt0419499,Tabu,Milind Soman,J.V. Somayajulu,Hema Malini,Ashok Kaul,Mahima Chaudhry,Somayajulu,,,
tt0419256,Nicholas Hoult,Miranda Richardson,Emily Watson,Gabriel Byrne,Julie Walters,Zac Fox,Celia Imrie,Julian Wadham,Fenella Woolgar,John Matshikiza
tt0420216,Mikael Birkkjær,Susanne Storm,Peter Steen,Asger Reher,Marina Bouras,Lars Lunøe,Jesper Vigant,Mogens Christoffersen,Jacob Dinesen,Mikkel Find
tt0419934,Bujar Lako,Arta Dobroshi,Alban Ukaj,Timo Flloko,Mariana Deti,Ele Bardha,Luan Bexheti,,,
tt0420231,Frank Langella,Laura Allen,Bruce Marshall Romans,Kevin Butler,David S. Jung,Kiersten Van Horne,Bill McNulty,Laura Elton,Pacey Liz Walker,Eddie Ball
tt0419708,Tizoc Arroyo,Derik Dean,Rogelio Guerra,Jesús Hernández,Emmanuel Medina,Manuel Medina,José Juan Meraz,Grecia Rodriguez,María Rojo,
tt0419198,Roberto Benigni,Jean Reno,Nicoletta Braschi,Tom Waits,Emilia Fox,Gianfranco Varetto,Giuseppe Battiston,Lucia Poli,Chiara Pirri,Anna Pirri
tt0420897,Valeria Golino,Marco Grieco,Andrea Renzi,Imma Villa,Emanuele Annunziata,Anita Caprioli,Rosaria De Cicco,Rosalba Di Girolamo,Nunzio Gallo,Sergio Longobardi
tt0419881,Anton Lundqvist,Jesper Adefelt,Jonas Karlsson,Johan H:son Kjellgren,Donald Högberg,Helena Af Sandeberg,Anders Berg,Anders Ahlbom Rosendahl,Leif Andrée,Cecilia Nilsson
tt0420341,Dragan Nikolic,Bogdan Diklic,Sasa Joksimovic,Maja Mandzuka,Jelena Djokic,Milan Kalinic,Rade Cosic,Dejan Jajcanin,Ivan Bekjarev,Vojin Cetkovic
tt0420304,Amitabh Bachchan,Sharmila Tagore,John Abraham,Sanjay Dutt,Anusha Dhandekar,Prem Chopra,Sharat Saxena,Beena Banerjee,Shivaji Satam,Sachin Khedekar
tt0421224,Florian Bartholomäi,Falk Rockstroh,Christine Diensberg,Ali Hassan,Errol Shaker,Isabelle Mbarga,Adrian Topol,Tim Morten Uhlenbrock,Christoph Gerber,Petra Hartung
tt0421088,Anthony Iafolla,Jennifer Walker,Karla Shantz,C.J. Keller,Jessica Fooks,Carly Abbott,Douglas Beaver,Melissa Black,Preston Brooks,Kym Cohen
tt0421275,Jamila Anderson,Mimi Ayers,Inny Clemons,James Craven,Herschel McPherson,Christian Payton,Karin Smith,Marie-Françoise Theodore,,
tt0421238,Ray Winstone,Guy Pearce,Emily Watson,Richard Wilson,Noah Taylor,Jeremy Madrona,Jae Mamuyac,Mick Roughan,Shane Watt,Robert Morgan
tt0420134,Douglas Smith,Kevin Phillips,Christopher Innvar,Sam Oz Stone,Jas Anderson,Reginald Footman,John Doman,Karen Tsen Lee,Joanna HartsHorne,Kim Brockington
tt0420740,María Fernández Ache,Kharl Anton Leigh,Peter Coyote,Forest Whitaker,Juan Carlos Pardo Pardo,Damon Younger,Jeremy Renner,Joanna Scanlan,Iddo Goldberg,Philip Jackson
tt0421625,Altan Erkekli,Özgü Namal,Mehmet Günsür,Erkan Can,Çetin Tekindor,Azra Akin,Nejat Isler,Vahide Perçin,Hilal Arslan,Yelda Reynaud
tt0420555,Monica Bellucci,Bernard Campan,Gérard Depardieu,Jean-Pierre Darroussin,Edouard Baer,Farida Rahouadj,Sara Forestier,Michel Vuillermoz,François Rollin,Jean Barney
tt0421068,Nikola Kojo,Labina Mitevska,Petar Mircevski,Vesna Petrushevska,Vladimir Endrovski,Emil Ruben,Gjuner Ismail,Bedija Begovska,Risto Gogovski,Dime Ilijev
tt0421054,Keira Knightley,Mickey Rourke,Edgar Ramírez,Rizz Abbasi,Delroy Lindo,Mo'Nique,Ian Ziering,Brian Austin Green,Joe Nunez,Macy Gray
tt0420136,Gonzalo Heredia,Mariana Anghileri,Rafael Ferro,Darío Tripicchio,Gregory Dayton,Susana Varela,Román Chaploski,Jana Bokova,Diego Cunill,Diego Trerotola
tt0421947,Sven Wollter,Peter Andersson,Eva Rexed,Thomas Hanzon,Tobias Aspelin,Sven Angleflod,Kajsa Reingardt,Josef Säterhagen,Frida Westerdahl,Chatarina Larsson
tt0421994,Piper Perabo,Lena Headey,Matthew Goode,Celia Imrie,Anthony Head,Darren Boyd,Sue Johnston,Boo Jackson,Sharon Horgan,Eva Birthistle
tt0421229,Joan Plowright,Rupert Friend,Zoë Tapper,Robert Lang,Marcia Warren,Anna Massey,Georgina Hale,Millicent Martin,Michael Culkin,Emma Davidson
tt0420884,Olivier Gourmet,Dominique Blanc,Julie Depardieu,Marion Cotillard,Jeffrey Barbeau,Jean-Michel Portal,Jean-Marie Winling,Pascal Elso,François Levantal,Guy Lecluyse
tt0422072,Isild Le Besco,Émilie Dequenne,Grégoire Colin,Anémone,Frédéric Pierrot,Bernard Blancan,Christian Gasc,Aude Briant,Bernard Nissile,Claudie Guillot
tt0422133,Johan Libéreau,Salomé Stévenin,Florence Thomassin,Jean-Philippe Écoffey,Claire Nebout,Aurélien Recoing,Pierre Perrier,Denis Falgoux,Magali Woch,Camille Japy
tt0421998,Ignacio Rogers,Santiago Pedrero,Manuela Martelli,Carlos Echevarría,Joaquín Valdés,Guillermo Pfening,Leonardo Azamor,Antonella Costa,Jean Pierre Reguerraz,Blanca Lewin
tt0422015,José Garcia,Karin Viard,Geordy Couturiau,Ulrich Tukur,Christa Théret,Olivier Gourmet,Yvon Back,Thierry Hancisse,Olga Grumberg,Yolande Moreau
tt0422093,Kimberly Elise,Steve Harris,Tyler Perry,Cicely Tyson,Shemar Moore,Lisa Marcos,Tamara Taylor,Terrell Carter,Carol Mitchell-Leon,Avery Knight
tt0422085,Carlos Bardem,Isabel del Toro,Fernando Epelde,Javier Gurruchaga,Miquel Insua,Beatriz Rico,José Rodríguez,Víctor Rueda,José Sancho,
tt0422458,Kris Lemche,Michael Hogan,Matt Craven,Pascale Hutton,Sarah Lind,Birkett Turton,Michael Robinson,Petra Hartley,Hank Hastings,Ben Cotton
tt0422229,Fathi Abdulwahhab,Lebleba,Yasmin Abdulaziz,Sami El-Adl,Saber Abdullah,Ahmed Akl,Hajjaj Abdul Azim,Muhammad Dardiri,Ehab El Ashry,Farida Elgready
tt0422460,Hülya Avsar,Vildan Atasever,Feride Çetin,Sezgi Mengi,Gönen Bozbey,Tugçe Tamer,Savas Akova,Ipek Bilgin,Yesim Ceren Bozoglu,Can Kolukisa
tt0422634,Marcelle Arriëns,Tjeerd Bischoff,Hunter Bussemaker,Marcel Faber,Monic Hendrickx,Damien Hope,Melody Klaver,Bart Klever,Stijn Koomen,Hadewych Minis
tt0422719,Jean-Benoît Ugeux,Dolores Bouckaert,Rodolphe Coster,Didier De Neck,Marie Lecomte,Simonne Moesen,Jean Ségani,Wayn Traub,Hilde Wils,
tt0422708,Ahmed Ezz,Ghadah Adel,Khaled Saleh,Nour,Muhammad Ragab,Riham Abdel Ghafour,Mahmoud Abdulmoghni,Khaled Zaki,Sameh El-Sereety,Sandy Ali
tt0422910,Dick Valentine,Lindsay Beamish,James Intveld,Kevin Myers,Joe King,Dean Pearl,Joe Rosenast,Vick Sabian,Jared Santinelli,
tt0423061,Lenka Krobotová,Filip Capka,Anna Polívková,Václav Jirácek,Hana Seidlová,Marko Igonda,Tomás Pavelka,Iva Pazderková,Kostas Zerdolaglu,Jan Révai
tt0424025,David Moscow,Shiva Rose,Peter Van Wagner,Polly Adams,Callie Thorne,Will Janowitz,Alexander Blaise,Ed Chemaly,Anna George,Ken Kliban
tt0424840,Poppy Montgomery,Adam Kaufman,J.R. Yenque,Danny Pino,Patricia Reyes Spíndola,Alana Stewart,Lola Sanabria,Rene Pereyra,Rebecca Isabel Torres,Victor Michell Fernandez B.
tt0425548,Jenna Elfman,Randall Batinkoff,Samantha Mathis,Bruce Davison,Diane Venora,Mina Badie,Sam Anderson,Kimberly Scott,Frederick Koehler,Charlie Lea
tt0425979,Sylvie Moreau,Macha Grenon,Juliette Gosselin,Mylène St-Sauveur,Micheline Lanctôt,Patricia Nolin,Paul Savoie,Vincent Graton,Emily Holmes,Xavier Morin-Lefort
tt0425079,Meltem Cumbul,Sener Sen,Timuçin Esen,Güven Kiraç,Devin Özgür Çinar,Erdal Tosun,Sümer Tilmaç,Ecenaz Kiziltan,Kayacan Akarsu,Leyla Akarsu
tt0425166,Alix Maria Taulbee,Andrew Kranz,Robert Bizik,Sonny Vellozzi,Benjamin Ross Kaplan,Ann Bizik,Bill Chiarocci,Anthony Dacunha,Bernard Fiscus,Wendy Foster
tt0425236,Juliette Binoche,Forest Whitaker,Matthew Modine,Marion Cotillard,Stefania Rocca,Heather Graham,Marco Leonardi,Luca Lionello,Mario Opinato,Elio Germano
tt0426395,Helen Rule,Colton Sears,Katherine Drake,Sally Crooks,Sarah Crooks,Rebecca Haydon,Lester Knight,,,
tt0423514,Christopher Masterson,Jake Muxworthy,Jon Gries,Christopher Berry,Ajay Naidu,Mageina Tovah,Shabana Azmi,Lindsay Price,Clara Smyth,Noah Segan
tt0425414,Aaron Stanford,Robin Tunney,Peter Gerety,Melissa Leo,Michael Gaston,Zach Savage,Terry Kinney,Jennifer Dempster,Anthony Corrado,Robert Grcywa
tt0423370,Rosario Dawson,Nathan Crooker,Amy Redford,Brett DelBuono,Brendan Sexton III,Immortal Technique,Robert Bella,Cynthia Garrett,Ned Silverman,Brett Berg
tt0423441,François Cluzet,Grégoire Colin,Christian Colin,Julie Delarme,Robert Florentin Ilie,Laurence Cordier,Julien Honoré,Marianne Denicourt,Edith Scob,Silviu Biris
tt0423382,Josefin Neldén,Cecilia Wallin,Malin Morgan,Johanna Strömberg,Joel Kinnaman,Kjell Bergqvist,Morgan Alling,Ralph Carlsson,Markus Holmberg,Fyr Thorvald Strömberg
tt0423442,Charlotte Gainsbourg,Daniel Auteuil,Nathalie Baye,Pierre Arditi,Miou-Miou,Laure Duthilleul,Aïssa Maïga,Noémie Lvovsky,Nicolas Lebovici,Nicolas Choyé
tt0423841,Alexandra Lamy,Clovis Cornillac,Juliette Roudet,Jerome Rudes,Rastko Jankovic,Charlotte Nguyen,Marie-Christine Adam,Mini Anden,Karina Marimon,Agathe Teyssier
tt0424817,Ali Poyrazoglu,Sanem Çelik,Memet Ali Alabora,Metin Belgin,Eser Ali Yildirim,Mustafa Alabora,Katerina Moutsatsou,Hikmet Körmükçü,Özdemir Çiftçioglu,Turgay Tanülkü
tt0424965,Peter Gantzler,Micky Skeel Hansen,Benjamin Boe Rasmussen,Nastja Arcel,Heidi Holm Katzenelson,Lars Lunøe,Jesper Lohmann,Jens Bo Jørgensen,Peter Schrøder,Sarah Boberg
tt0424136,Patrick Wilson,Elliot Page,Sandra Oh,Odessa Rae,G.J. Echternkamp,Cori Bright,,,,
tt0424205,Diane Kruger,Benno Fürmann,Guillaume Canet,Natalie Dessay,Rolando Villazón,Gary Lewis,Dany Boon,Daniel Brühl,Lucas Belvaux,Alex Ferns
tt0425137,Olympia Dukakis,Alexandra Eitel,Thomas Flanagan,Carlin Glynn,Lainie Kazan,Denise Lute,Mario Macaluso,David Margulies,Mary Stuart Masterson,Gary Swanson
tt0424270,John Abiskaron,Andrew Archibeque,Justin Bilancieri,Greg Carlson,Yvette Ciaramilaro,Affion Crockett,Brian Groh,La Trice Harper,Cassandra Hepburn,Meng Johnson
tt0425743,Curtis Morgan,Zan Calabretta,Jordan Brown,Eddie Della Siepe,Paul Sturino,Ben Gilbank,Shaun Taylor,Brett Ryan,Philippe Buckland,Michael Belisaro
tt0425659,Jessica Bohl,Richard Brundage,Keith Herron,Eric Deskin,Bruce Koken,Amy Brienes,James Ellsworth,Gail Herendeen,Tate Ellington,Chester Jones III
tt0425126,Bojan Marovic,Dragan Nikolic,Natasa Ninkovic,Branimir Popovic,Dejan Ivanic,Marina Savic,Milan 'Lane' Gutovic,Varja Djukic,Janko Djurdjic,
tt0424971,Jesper Christensen,Pernilla August,Beate Bille,Charlotte Fich,Thomas Voss,Michael Moritzen,Vivian Nielsen,Mads Wille,Jan Meyer,Jesper Hyldegaard
tt0424875,Mako,Kheng Hua Tan,Zelda Rubinstein,Govardhan Asrani,Dickson Tan,Bobby Tonelli,,,,
tt0425379,Zlatko Buric,Marinela Dekic,Slavko Labovic,Ramadan Huseini,Ilyas Agac,Kujtim Loki,Vasilije Bojicic,Levino Jensen,Marek Magierecki,Sven Erik Eskeland Larsen
tt0426077,Grace Kosaka,Frank S. Alonzi,Larry Bain,Jessica Bannon,Valerie Buhagiar,Brad Bunn,Dmitry Chepovetsky,Kira Clavell,Christopher Cordell,Richard S. Jones
tt0426192,Miou-Miou,Elie Semoun,Vahina Giocante,Mathieu Simonet,Antoine Basler,Franc Bruneau,Geraldinha de Brilo,Stéphane Mélis,Aymeline Valade,Jérémy Lopez
tt0424999,Christopher Lloyd,Peter Facinelli,Leslie Zemeckis,,,,,,,
tt0426627,Leo Gregory,Paddy Considine,David Morrissey,Ben Whishaw,Tuva Novotny,Amelia Warner,Monet Mazur,Luke de Woolfson,David Walliams,David Williams
tt0426214,Emma de Caunes,Rade Serbedzija,Cosma Shiva Hagen,Jack Dee,Paul Kaye,Vanessa Redgrave,John Hurt,Shashi Rami,Tatiana Ouliankina,Vincent Fegan
tt0426097,Leonardo Medeiros,Juliana Carneiro da Cunha,Fábio Sabag,Jean Pierre Noher,Zózimo Bulbul,Amir Haddad,Emílio de Mello,Murilo Grossi,Rui Resende,Fabiano Costa
tt0426162,Enrique Liporace,Roly Serrano,Alejandro Awada,Viviana Sáez,Mariana Vidal,Juan Manuel Gabarra,,,,
tt0426615,Usher,Chazz Palminteri,Emmanuelle Chriqui,Robert Costanzo,Robert Davi,Matt Gerald,Anthony Fazio,Geoff Stults,Chris Tardio,Kevin Hart
tt0425333,Ferhan Sensoy,Rasim Öztekin,Ali Çatalbas,Bülent Kayabas,Zeki Alasya,Erol Günaydin,Sahnaz Çakiralp,Levent Ünsal,Sermiyan Midyat,Celal Belgil
tt0426204,Darío Grandinetti,Álex González,Eva Marciel,Laura Aparicio,Alberto Ferreiro,Maru Valdivielso,Pepo Oliva,Francesc Orella,Mariano Peña,Gustavo Greciano
tt0425057,Feridun Düzagaç,Yelda Reynaud,Yigit Özsener,Nihat Odabasi,Nail Kirmizigül,Yasemin Öztürk,Emin Gümüskaya,Istar Gökseven,Mehtap Bayri,Demir Karahan
tt0425202,Heike Makatsch,Wotan Wilke Möhring,Katharina Schmalenberg,Ivan Shvedoff,Bernhard Marsch,Piet Fuchs,Valeria Risi,Wieslawa Wesolowska,Lars Gärtner,Kerry Stacey
tt0426515,Lina Giornofelice,Alvaro D'Antonio,Leslie Carlson,Paul Bettis,Shaun Austin-Olsen,Keith Knight,Domenico Fiore,Bill Yak,Deborah Lobban,Salvatore Antonio
tt0425600,Robin Wright,Abdellatif Kechiche,Élodie Bouchez,Aasif Mandvi,Sandra Oh,Starla Benford,Remy K. Selma,Makani Rietveld,Fred Durst,Rich Monahan
tt0424789,Ulrich Thomsen,Helena Christensen,Henning Moritzen,Niels Skousen,Ellen Hillingsø,Nicolas Bro,Ida Dwinger,Benedikte Hansen,Svetoslav Korolev,Tommy Kenter
tt0425055,Michael Keaton,Robert Downey Jr.,Griffin Dunne,Ari Graynor,Bebe Neuwirth,Shalom Harlow,Nadia Dajani,Harris Yulin,Roger Rees,Tom Aldredge
tt0425186,Jacqueline Bisset,Hannah Taylor Gordon,Natalia Tena,Anna Maguire,Anya Lahiri,Emily Pimm,Mary Nighy,Urbano Barberini,Silvia De Santis,Eva Grimaldi
tt0426578,Julia Jentsch,Fabian Hinrichs,Alexander Held,Johanna Gastdorf,André Hennicke,Florian Stetter,Maximilian Brückner,Johannes Suhm,Lilli Jung,Klaus Händl
tt0426331,Andrés García,Cecilia Gabriela,Mariana Ávila,Ricardo Reynaud,Elizabeth Valdez,Melissa Perea,Juan Pablo Medina,Paola Hinojos,David Galindo,Miguel Rodarte
tt0426470,Mario Drmac,Tarik Filipovic,Rade Serbedzija,Mirjana Karanovic,Haris Burina,Jeanne Moreau,Nermin Tulic,Almedin Leleta,Almir Kurt,Milan Pavlovic
tt0425123,Reese Witherspoon,Mark Ruffalo,Donal Logue,Dina Spybey-Waters,Ben Shenkman,Jon Heder,Ivana Milicevic,Caroline Aaron,Rosalind Chao,Ron Canada
tt0425295,Craig Ferguson,Peter Keleghan,Damir Andrei,Wendy Crewson,Anna Friel,Kris Holden-Ried,Kevin Pollak,Caroline Dhavernas,Catherine Fitch,Tom Barnett
tt0427047,Titoff,Marion Cotillard,Richard Bohringer,Bérénice Bejo,Laurent Bateau,Vincent Martinez,Bruno Todeschini,Stéphan Guérin-Tillié,Axelle Laffont,María Jurado
tt0427341,Jeffery Keilholtz,Jon Liddiard,Douglas Cathro,Amber Davila,Mike Hotovy,Madalyn Loughlin,Mary Hotovy,Wendy Loughlin,Christine Maisano,Marsha O'Connor
tt0427005,Go Go Jean Michel Francis,Tuva Novotny,Tonya Graves,Petr Vanek,Lívia Bielovic,Karl Clark,Arnost Goldflam,Curtis Jones,Lucia Luzinská,Ivo Niederle
tt0427208,Müjde Ar,Nurgül Yesilçay,Onur Ünsal,Füsun Demirel,Sevket Çoruh,Metin Akpinar,Eylem Yildiz,Pinar Ögün,Mehmet Esen,Esra Aymutlu
tt0427048,Carlos Esteban Fonseca,Kamar de los Reyes,Gerardo Rodríguez,Idalia Pérez Garay,Roselyn Sanchez,Daniaris Rodríguez,José Félix Gómez,Ivan Camilo,Joshua Rosado-Berrios,Ineabelle Colón
tt0427469,Fann Wong,Shaun Tam,Ivy Yin,Hsing Lee,Fu Lin,Allen Chang,Ting Chao,Vicki Cheng,Gordon Chuang,Felicity Hsu
tt0427944,Aaron Eckhart,Cameron Bright,Maria Bello,Joan Lunden,Eric Haberman,Mary Jo Smith,Todd Louiso,Jeff Witzke,J.K. Simmons,Marianne Muellerleile
tt0427906,Björn Hlynur Haraldsson,Helgi Björnsson,Arnmundur Ernst Björnsson,Lilja Nótt Þórarinsdóttir,Sigurður Skúlason,Lilja Guðrún Þorvaldsdóttir,Jón Atli Jónasson,Björk Jakobsdóttir,Damon Younger,Erlendur Eiríksson
tt0427910,Christopher M. Clark,Taylor Coffman,Sean Galdo,Christopher Gillespie,James M. Hausler,Keeley Hommel,James Keegan,Eco Lopez,David Lubinsky,Michael Mandell
tt0427954,Tony Jaa,Nathan Jones,Xing Jin,Phetthai Vongkumlao,Bongkoj Khongmalai,Johnny Tri Nguyen,Lateef Crowder,Jon Foo,Damian de Montemas,David Asavanond
tt0427650,Piper Perabo,Heather Burns,Mark Dobies,Aunjanue Ellis-Taylor,Carolina Hoyos,Mary Beth Hurt,Seth Meyers,Kate Mulgrew,Ajay Naidu,David Rasche
tt0427582,Eduardo Noriega,Najwa Nimri,Eduard Fernández,Pablo Echarri,Ernesto Alterio,Carmelo Gómez,Adriana Ozores,Natalia Verbeke,,
tt0427914,Laura Birn,Karoliina Vanne,Hanna Lekander,Pertti Sveholm,Miitta Sorvali,Juhani Laitala,Hannele Laaksonen,Turkka Mastomäki,Hannes Suominen,Pekka Huotari
