,adr,num_cancelados,num_no_cancelados,tasa
1802,139.5,132,159,0.45
1803,139.51,1,3,0.25
1804,139.52,1,1,0.5
1805,139.6,3,2,0.6
1806,139.68,4,1,0.8
1807,139.8,1,4,0.2
1808,139.95,6,11,0.35
1809,140.0,457,386,0.54
1810,140.14,2,1,0.67
1811,140.25,2,3,0.4
1812,140.27,2,3,0.4
1813,140.33,1,5,0.17
1814,140.4,94,86,0.52
1815,140.7,4,12,0.25
1816,140.76,2,1,0.67
1817,140.8,1,12,0.08
1818,140.9,1,2,0.33
1819,140.94,2,2,0.5
1820,140.98,1,2,0.33
1821,141.0,41,106,0.28
1822,141.1,2,4,0.33
1823,141.14,3,1,0.75
1824,141.3,36,16,0.69
1825,141.33,2,5,0.29
1826,141.46,1,1,0.5
1827,141.5,4,10,0.29
1828,141.56,2,1,0.67
1829,141.6,1,7,0.12
1830,141.67,1,6,0.14
1831,141.68,1,3,0.25
1832,141.7,2,1,0.67
1833,141.75,2,4,0.33
1834,142.0,20,59,0.25
1835,142.1,2,3,0.4
1836,142.2,34,53,0.39
1837,142.3,1,2,0.33
1838,142.33,1,5,0.17
1839,142.36,1,1,0.5
1840,142.38,1,1,0.5
1841,142.43,1,1,0.5
1842,142.5,1,19,0.05
1843,142.67,4,5,0.44
1844,142.8,2,4,0.33
1845,142.88,1,3,0.25
1846,143.0,13,46,0.22
1847,143.1,57,42,0.58
1848,143.2,2,7,0.22
1849,143.28,4,3,0.57
1850,143.29,1,1,0.5
1851,143.33,4,5,0.44
1852,143.38,2,1,0.67
1853,143.4,3,3,0.5
1854,143.43,1,2,0.33
1855,143.5,4,13,0.24
1856,143.55,5,2,0.71
1857,143.57,2,1,0.67
1858,143.6,1,4,0.2
1859,143.7,4,6,0.4
1860,144.0,128,230,0.36
1861,144.14,2,2,0.5
1862,144.2,2,1,0.67
1863,144.23,1,1,0.5
1864,144.33,5,1,0.83
1865,144.45,1,3,0.25
1866,144.5,11,18,0.38
1867,144.57,1,1,0.5
1868,144.6,1,1,0.5
1869,144.63,1,1,0.5
1870,144.67,1,6,0.14
1871,144.8,5,6,0.45
1872,144.9,8,18,0.31
1873,145.0,49,157,0.24
1874,145.1,3,4,0.43
1875,145.2,4,7,0.36
1876,145.25,1,1,0.5
1877,145.35,3,2,0.6
1878,145.4,1,3,0.25
1879,145.5,6,9,0.4
1880,145.6,1,4,0.2
1881,145.67,2,9,0.18
1882,145.71,4,2,0.67
1883,145.8,16,15,0.52
1884,145.87,1,3,0.25
1885,145.88,2,1,0.67
1886,146.0,48,88,0.35
1887,146.1,1,8,0.11
1888,146.11,1,1,0.5
1889,146.2,6,9,0.4
1890,146.25,3,6,0.33
1891,146.33,2,6,0.25
1892,146.4,1,6,0.14
1893,146.5,1,12,0.08
1894,146.57,1,2,0.33
1895,146.6,3,5,0.38
1896,146.67,11,23,0.32
1897,146.7,22,50,0.31
1898,146.78,1,1,0.5
1899,146.8,1,3,0.25
1900,146.92,1,3,0.25
1901,146.93,2,1,0.67
1902,146.96,2,2,0.5
1903,147.0,40,71,0.36
1904,147.1,1,1,0.5
1905,147.15,1,1,0.5
1906,147.2,1,3,0.25
1907,147.25,3,9,0.25
1908,147.3,1,3,0.25
1909,147.5,3,6,0.33
1910,147.6,10,16,0.38
1911,147.67,2,7,0.22
1912,147.9,19,24,0.44
1913,148.0,15,62,0.19
1914,148.1,1,3,0.25
1915,148.13,1,2,0.33
1916,148.25,1,1,0.5
1917,148.28,2,2,0.5
1918,148.29,1,1,0.5
1919,148.3,1,1,0.5
1920,148.39,1,1,0.5
1921,148.5,51,79,0.39
1922,148.58,2,1,0.67
1923,148.6,1,1,0.5
1924,148.75,1,8,0.11
1925,148.8,2,5,0.29
1926,148.95,1,2,0.33
1927,149.0,50,159,0.24
1928,149.1,5,3,0.62
1929,149.18,1,2,0.33
1930,149.33,10,5,0.67
1931,149.4,80,100,0.44
1932,149.45,1,3,0.25
1933,149.5,4,10,0.29
1934,149.6,5,8,0.38
1935,149.7,3,3,0.5
1936,149.79,2,1,0.67
1937,150.0,119,260,0.31
1938,150.15,1,1,0.5
1939,150.17,1,1,0.5
1940,150.25,1,2,0.33
1941,150.3,50,33,0.6
1942,150.43,1,1,0.5
1943,150.45,14,24,0.37
1944,150.57,1,1,0.5
1945,150.6,1,6,0.14
1946,150.8,4,4,0.5
1947,150.83,1,2,0.33
1948,150.86,1,1,0.5
1949,150.9,1,1,0.5
1950,150.92,1,2,0.33
1951,151.0,35,68,0.34
1952,151.14,4,2,0.67
1953,151.2,27,55,0.33
1954,151.25,2,2,0.5
1955,151.3,2,6,0.25
1956,151.33,3,4,0.43
1957,151.43,4,2,0.67
1958,151.5,5,14,0.26
1959,151.58,1,1,0.5
1960,151.67,1,2,0.33
1961,151.8,3,1,0.75
1962,151.88,1,1,0.5
1963,152.0,30,85,0.26
1964,152.1,58,78,0.43
1965,152.15,1,5,0.17
1966,152.2,2,2,0.5
1967,152.33,4,3,0.57
1968,152.4,2,4,0.33
1969,152.5,7,4,0.64
1970,152.53,1,1,0.5
1971,152.55,2,1,0.67
1972,152.63,1,1,0.5
1973,152.67,8,6,0.57
1974,152.7,1,1,0.5
1975,152.71,1,1,0.5
1976,152.78,1,3,0.25
1977,153.0,77,175,0.31
1978,153.3,2,6,0.25
1979,153.33,4,11,0.27
1980,153.5,3,14,0.18
1981,153.57,2,1,0.67
1982,153.6,1,3,0.25
1983,153.67,1,9,0.1
1984,153.75,32,5,0.86
1985,153.9,6,8,0.43
1986,154.0,44,111,0.28
1987,154.29,2,1,0.67
1988,154.3,2,1,0.67
1989,154.33,3,2,0.6
1990,154.38,2,4,0.33
1991,154.4,2,1,0.67
1992,154.5,4,8,0.33
1993,154.67,3,1,0.75
1994,154.7,1,3,0.25
1995,154.71,1,1,0.5
1996,154.8,19,15,0.56
1997,154.93,1,4,0.2
1998,155.0,85,101,0.46
1999,155.1,1,2,0.33
2000,155.33,1,4,0.2
2001,155.5,2,7,0.22
2002,155.52,1,5,0.17
2003,155.57,1,3,0.25
2004,155.7,4,13,0.24
2005,155.72,1,1,0.5
2006,155.8,3,1,0.75
2007,155.83,1,1,0.5
2008,156.0,39,73,0.35
2009,156.06,1,1,0.5
2010,156.25,1,2,0.33
2011,156.45,1,1,0.5
2012,156.5,3,6,0.33
2013,156.6,38,41,0.48
2014,156.61,2,1,0.67
2015,156.67,4,11,0.27
2016,156.73,1,1,0.5
2017,156.95,4,3,0.57
2018,157.0,8,59,0.12
2019,157.08,1,2,0.33
2020,157.14,2,1,0.67
2021,157.2,1,5,0.17
2022,157.25,7,12,0.37
2023,157.33,1,2,0.33
2024,157.45,1,1,0.5
2025,157.5,34,52,0.4
2026,157.6,1,1,0.5
2027,157.67,2,5,0.29
2028,157.7,1,1,0.5
2029,157.95,1,1,0.5
2030,158.0,34,56,0.38
2031,158.2,1,2,0.33
2032,158.33,2,6,0.25
2033,158.4,10,32,0.24
2034,158.5,4,6,0.4
2035,158.67,1,4,0.2
2036,158.85,1,5,0.17
2037,158.95,12,13,0.48
2038,159.0,43,112,0.28
2039,159.2,1,6,0.14
2040,159.3,68,62,0.52
2041,159.33,5,8,0.38
2042,159.38,1,3,0.25
2043,159.5,2,17,0.11
2044,159.6,3,6,0.33
2045,159.7,1,1,0.5
2046,159.75,3,7,0.3
2047,159.9,3,4,0.43
2048,160.0,383,343,0.53
2049,160.08,1,2,0.33
2050,160.2,9,17,0.35
2051,160.43,1,2,0.33
2052,160.5,3,7,0.3
2053,160.53,1,1,0.5
2054,160.71,1,2,0.33
2055,160.78,1,1,0.5
2056,160.89,1,1,0.5
2057,161.0,15,61,0.2
2058,161.1,6,28,0.18
2059,161.25,2,1,0.67
2060,161.29,2,2,0.5
2061,161.33,3,10,0.23
2062,161.4,1,3,0.25
2063,161.5,6,12,0.33
2064,161.6,1,4,0.2
2065,161.67,3,9,0.25
2066,161.78,1,1,0.5
2067,161.86,1,1,0.5
2068,162.0,85,142,0.37
2069,162.29,1,2,0.33
2070,162.3,5,4,0.56
2071,162.33,2,5,0.29
2072,162.35,3,1,0.75
2073,162.4,2,2,0.5
2074,162.45,2,3,0.4
2075,162.5,3,6,0.33
2076,162.67,4,5,0.44
2077,162.9,4,3,0.57
2078,162.94,1,1,0.5
2079,163.0,12,30,0.29
2080,163.2,3,7,0.3
2081,163.33,10,14,0.42
2082,163.43,1,1,0.5
2083,163.5,1,9,0.1
2084,163.63,1,3,0.25
2085,163.67,3,2,0.6
2086,163.71,1,1,0.5
2087,163.75,1,2,0.33
2088,163.8,9,23,0.28
2089,164.0,34,94,0.27
2090,164.03,1,1,0.5
2091,164.05,2,1,0.67
2092,164.15,1,1,0.5
2093,164.25,8,5,0.62
2094,164.33,2,1,0.67
2095,164.4,1,4,0.2
2096,164.44,2,1,0.67
2097,164.57,3,1,0.75
2098,164.63,1,1,0.5
2099,164.67,1,3,0.25
2100,164.7,15,8,0.65
2101,164.8,3,3,0.5
2102,164.9,3,3,0.5
2103,165.0,29,89,0.25
2104,165.06,1,1,0.5
2105,165.1,1,2,0.33
2106,165.15,1,2,0.33
2107,165.33,3,2,0.6
2108,165.38,3,1,0.75
2109,165.4,1,1,0.5
2110,165.6,8,13,0.38
2111,165.67,2,2,0.5
2112,165.75,6,6,0.5
2113,165.9,1,3,0.25
2114,166.0,33,75,0.31
2115,166.05,1,4,0.2
2116,166.14,1,2,0.33
2117,166.25,2,10,0.17
2118,166.33,1,2,0.33
2119,166.5,47,53,0.47
2120,166.67,3,8,0.27
2121,166.7,1,1,0.5
2122,166.85,1,1,0.5
2123,167.0,24,44,0.35
2124,167.1,1,2,0.33
2125,167.2,4,7,0.36
2126,167.4,6,4,0.6
2127,167.45,8,5,0.62
2128,167.5,1,6,0.14
2129,167.7,4,1,0.8
2130,167.76,1,2,0.33
2131,167.85,3,2,0.6
2132,167.95,1,4,0.2
2133,168.0,24,34,0.41
2134,168.08,1,1,0.5
2135,168.3,62,85,0.42
2136,168.38,1,1,0.5
2137,168.55,1,2,0.33
2138,168.57,1,1,0.5
2139,168.63,4,4,0.5
2140,169.0,44,108,0.29
2141,169.15,1,1,0.5
2142,169.2,6,12,0.33
2143,169.33,1,4,0.2
2144,169.5,1,12,0.08
2145,169.58,1,1,0.5
2146,169.6,1,3,0.25
2147,169.65,1,2,0.33
2148,169.88,1,1,0.5
2149,169.91,1,1,0.5
2150,170.0,415,304,0.58
2151,170.1,3,11,0.21
2152,170.33,1,6,0.14
2153,170.36,3,2,0.6
2154,170.5,1,8,0.11
2155,170.6,1,2,0.33
2156,170.63,2,2,0.5
2157,170.7,1,1,0.5
2158,171.0,64,108,0.37
2159,171.14,1,1,0.5
2160,171.25,1,1,0.5
2161,171.3,1,2,0.33
2162,171.33,2,3,0.4
2163,171.5,1,5,0.17
2164,171.6,1,2,0.33
2165,171.71,2,2,0.5
2166,171.9,4,17,0.19
2167,172.0,24,80,0.23
2168,172.15,2,1,0.67
2169,172.2,1,2,0.33
2170,172.23,1,1,0.5
2171,172.5,3,6,0.33
2172,172.67,2,3,0.4
2173,172.71,1,1,0.5
2174,172.8,17,10,0.63
2175,173.0,19,37,0.34
2176,173.1,1,1,0.5
2177,173.25,12,8,0.6
2178,173.33,2,1,0.67
2179,173.5,3,5,0.38
2180,173.67,1,6,0.14
2181,173.7,2,11,0.15
2182,173.79,1,1,0.5
2183,174.0,35,72,0.33
2184,174.25,1,5,0.17
2185,174.3,1,2,0.33
2186,174.33,1,2,0.33
2187,174.5,1,4,0.2
2188,174.6,10,7,0.59
2189,174.71,1,1,0.5
2190,174.86,1,1,0.5
2191,175.0,28,75,0.27
2192,175.05,1,2,0.33
2193,175.17,1,1,0.5
2194,175.2,1,3,0.25
2195,175.33,1,1,0.5
2196,175.4,1,1,0.5
2197,175.5,57,62,0.48
2198,175.65,1,1,0.5
2199,175.71,4,1,0.8
2200,176.0,18,45,0.29
2201,176.1,1,2,0.33
2202,176.25,1,3,0.25
2203,176.33,1,3,0.25
2204,176.4,5,3,0.62
2205,176.43,2,1,0.67
2206,176.67,1,7,0.12
2207,176.7,1,1,0.5
2208,176.8,2,4,0.33
2209,176.86,1,1,0.5
2210,177.0,11,49,0.18
2211,177.14,1,1,0.5
2212,177.3,28,34,0.45
2213,177.33,2,3,0.4
2214,177.41,1,1,0.5
2215,177.5,7,9,0.44
2216,177.57,1,1,0.5
2217,177.62,1,2,0.33
2218,177.75,6,6,0.5
2219,178.0,15,34,0.31
2220,178.2,6,9,0.4
2221,178.29,1,1,0.5
2222,178.33,3,3,0.5
2223,178.46,1,1,0.5
2224,178.5,3,15,0.17
2225,178.56,2,1,0.67
2226,178.67,3,3,0.5
2227,178.75,2,2,0.5
2228,179.0,35,75,0.32
2229,179.1,17,33,0.34
2230,179.2,1,1,0.5
2231,179.5,1,5,0.17
2232,179.86,1,1,0.5
2233,180.0,114,164,0.41
2234,180.2,2,1,0.67
2235,180.25,1,2,0.33
2236,180.3,1,2,0.33
2237,180.33,1,2,0.33
2238,180.5,3,4,0.43
2239,180.63,1,4,0.2
2240,180.67,2,3,0.4
2241,180.9,3,5,0.38
2242,181.0,10,34,0.23
2243,181.2,3,1,0.75
2244,181.43,1,1,0.5
2245,181.5,3,5,0.38
2246,181.79,1,2,0.33
2247,181.8,7,5,0.58
2248,182.0,15,24,0.38
2249,182.2,1,2,0.33
2250,182.25,2,3,0.4
2251,182.33,3,4,0.43
2252,182.5,1,4,0.2
2253,182.7,1,1,0.5
2254,182.75,1,4,0.2
2255,182.86,2,4,0.33
2256,183.0,13,37,0.26
2257,183.2,1,2,0.33
2258,183.33,5,5,0.5
2259,183.43,1,1,0.5
2260,183.5,1,9,0.1
2261,183.6,7,6,0.54
2262,183.67,1,5,0.17
2263,183.75,5,5,0.5
2264,184.0,19,49,0.28
2265,184.45,5,3,0.62
2266,184.5,10,21,0.32
2267,184.8,3,1,0.75
2268,185.0,21,99,0.18
2269,185.1,1,1,0.5
2270,185.25,2,2,0.5
2271,185.33,2,2,0.5
2272,185.4,7,6,0.54
2273,185.57,1,1,0.5
2274,185.67,1,2,0.33
2275,185.71,1,1,0.5
2276,185.75,3,1,0.75
2277,185.85,1,2,0.33
2278,186.0,16,30,0.35
2279,186.2,1,1,0.5
2280,186.25,2,2,0.5
2281,186.3,9,16,0.36
2282,186.67,1,7,0.12
2283,187.0,19,41,0.32
2284,187.11,1,2,0.33
2285,187.2,5,6,0.45
2286,187.33,1,3,0.25
2287,187.4,1,1,0.5
2288,187.5,4,14,0.22
2289,187.85,8,9,0.47
2290,188.0,8,33,0.2
2291,188.1,1,8,0.11
2292,188.14,1,1,0.5
2293,188.33,1,2,0.33
2294,188.42,2,1,0.67
2295,188.5,3,4,0.43
2296,188.6,2,1,0.67
2297,188.65,1,1,0.5
2298,188.71,1,1,0.5
2299,188.75,1,1,0.5
2300,189.0,88,107,0.45
2301,189.2,1,1,0.5
2302,189.25,1,1,0.5
2303,189.33,1,5,0.17
2304,189.42,2,4,0.33
2305,189.5,2,7,0.22
2306,189.6,2,1,0.67
2307,189.67,1,1,0.5
2308,189.86,1,1,0.5
2309,189.9,5,7,0.42
2310,190.0,107,119,0.47
2311,190.2,1,1,0.5
2312,190.23,1,1,0.5
2313,190.58,1,1,0.5
2314,190.67,2,1,0.67
2315,190.8,13,14,0.48
2316,190.88,2,1,0.67
2317,191.0,18,46,0.28
2318,191.25,1,1,0.5
2319,191.43,1,1,0.5
2320,191.5,2,1,0.67
2321,191.57,2,1,0.67
2322,191.67,1,1,0.5
2323,191.7,1,1,0.5
2324,192.0,28,38,0.42
2325,192.3,1,1,0.5
2326,192.5,2,6,0.25
2327,192.6,3,3,0.5
2328,192.8,1,2,0.33
2329,193.0,16,24,0.4
2330,193.1,1,2,0.33
2331,193.33,4,3,0.57
2332,193.5,13,13,0.5
2333,193.6,1,1,0.5
2334,193.67,2,2,0.5
2335,194.0,31,56,0.36
2336,194.14,1,1,0.5
2337,194.29,1,2,0.33
2338,194.4,1,2,0.33
2339,194.5,2,3,0.4
2340,194.67,1,1,0.5
2341,194.73,1,1,0.5
2342,194.8,1,3,0.25
2343,194.85,2,2,0.5
2344,195.0,63,75,0.46
2345,195.25,1,1,0.5
2346,195.3,1,4,0.2
2347,195.33,3,7,0.3
2348,195.43,1,1,0.5
2349,195.5,2,3,0.4
2350,195.6,1,2,0.33
2351,195.98,1,1,0.5
2352,196.0,13,40,0.25
2353,196.2,6,3,0.67
2354,196.25,2,1,0.67
2355,196.35,1,2,0.33
2356,196.5,1,6,0.14
2357,196.67,3,3,0.5
2358,196.7,1,1,0.5
2359,196.71,1,1,0.5
2360,197.0,4,21,0.16
2361,197.1,11,2,0.85
2362,197.14,1,1,0.5
2363,197.5,1,5,0.17
2364,197.67,1,3,0.25
2365,197.7,3,1,0.75
2366,198.0,75,62,0.55
2367,198.3,1,2,0.33
2368,198.33,2,4,0.33
2369,198.44,1,1,0.5
2370,198.9,25,22,0.53
2371,199.0,35,45,0.44
2372,199.2,2,2,0.5
2373,199.33,1,2,0.33
2374,199.4,1,3,0.25
2375,199.5,1,6,0.14
2376,199.8,1,3,0.25
2377,200.0,70,85,0.45
2378,200.1,1,3,0.25
2379,200.29,1,1,0.5
2380,200.67,2,1,0.67
2381,200.7,3,5,0.38
2382,200.71,1,1,0.5
2383,200.75,2,1,0.67
2384,201.0,8,43,0.16
2385,201.25,1,4,0.2
2386,201.33,1,2,0.33
2387,201.4,1,1,0.5
2388,201.43,2,2,0.5
2389,201.5,3,2,0.6
2390,201.6,10,4,0.71
2391,201.8,1,1,0.5
2392,202.0,13,27,0.32
2393,202.28,1,1,0.5
2394,202.33,2,3,0.4
2395,202.5,13,16,0.45
2396,202.51,2,1,0.67
2397,202.67,2,2,0.5
2398,202.88,1,1,0.5
2399,203.0,6,16,0.27
2400,203.11,1,1,0.5
2401,203.33,1,4,0.2
2402,203.5,1,4,0.2
2403,203.6,1,2,0.33
2404,203.67,1,3,0.25
2405,203.71,1,1,0.5
2406,203.75,1,1,0.5
2407,204.0,16,38,0.3
2408,204.5,3,3,0.5
2409,204.62,1,1,0.5
2410,204.75,4,1,0.8
2411,205.0,31,33,0.48
2412,205.2,3,8,0.27
2413,205.33,1,2,0.33
2414,205.6,1,1,0.5
2415,205.67,2,2,0.5
2416,206.0,14,30,0.32
2417,206.1,3,4,0.43
2418,206.33,2,1,0.67
2419,206.5,2,1,0.67
2420,206.67,1,1,0.5
2421,207.0,23,24,0.49
2422,207.25,1,1,0.5
2423,207.33,1,4,0.2
2424,207.5,2,5,0.29
2425,207.9,18,21,0.46
2426,208.0,6,23,0.21
2427,208.8,1,2,0.33
2428,209.0,39,51,0.43
2429,209.1,1,6,0.14
2430,209.2,1,1,0.5
2431,209.4,1,3,0.25
2432,209.5,2,3,0.4
2433,209.7,2,2,0.5
2434,209.71,3,1,0.75
2435,210.0,49,74,0.4
2436,210.43,1,1,0.5
2437,210.6,5,4,0.56
2438,210.67,1,1,0.5
2439,210.86,2,1,0.67
2440,211.0,22,43,0.34
2441,211.5,3,8,0.27
2442,212.0,31,20,0.61
2443,212.1,1,1,0.5
2444,212.4,3,1,0.75
2445,212.5,3,3,0.5
2446,212.67,2,1,0.67
2447,212.8,3,3,0.5
2448,212.86,1,1,0.5
2449,213.0,9,13,0.41
2450,213.3,2,2,0.5
2451,213.33,3,3,0.5
2452,213.6,1,3,0.25
2453,213.75,2,5,0.29
2454,214.0,22,26,0.46
2455,214.2,2,2,0.5
2456,214.67,2,1,0.67
2457,214.75,1,1,0.5
2458,214.76,2,1,0.67
2459,214.84,1,1,0.5
2460,215.0,16,27,0.37
2461,215.27,1,1,0.5
2462,215.33,5,1,0.83
2463,215.55,1,1,0.5
2464,215.67,1,1,0.5
2465,216.0,17,40,0.3
2466,216.33,2,1,0.67
2467,216.5,2,4,0.33
2468,216.67,3,1,0.75
2469,216.9,1,6,0.14
2470,216.93,1,1,0.5
2471,217.0,1,8,0.11
2472,217.33,1,2,0.33
2473,217.5,4,2,0.67
2474,217.6,3,4,0.43
2475,217.67,1,4,0.2
2476,218.0,9,10,0.47
2477,218.03,1,1,0.5
2478,219.0,27,37,0.42
2479,219.33,2,2,0.5
2480,219.43,1,1,0.5
2481,219.5,2,1,0.67
2482,219.6,4,3,0.57
2483,220.0,36,45,0.44
2484,220.4,1,4,0.2
2485,220.5,3,2,0.6
2486,221.0,23,38,0.38
2487,221.6,1,1,0.5
2488,222.0,20,17,0.54
2489,222.3,1,2,0.33
2490,222.33,1,1,0.5
2491,222.5,2,2,0.5
2492,223.0,7,16,0.3
2493,223.33,1,2,0.33
2494,223.57,1,1,0.5
2495,223.6,1,1,0.5
2496,223.75,1,2,0.33
2497,224.0,21,36,0.37
2498,224.1,2,5,0.29
2499,224.16,1,1,0.5
2500,224.33,2,1,0.67
2501,224.5,1,4,0.2
2502,225.0,48,42,0.53
2503,225.2,2,2,0.5
2504,225.48,1,2,0.33
2505,225.5,2,3,0.4
2506,225.6,2,1,0.67
2507,225.67,3,1,0.75
2508,226.0,7,8,0.47
2509,226.33,1,1,0.5
2510,226.95,1,3,0.25
2511,227.0,4,10,0.29
2512,227.1,2,3,0.4
2513,228.0,10,15,0.4
2514,228.6,2,5,0.29
2515,229.0,20,21,0.49
2516,229.33,1,2,0.33
2517,229.5,2,3,0.4
2518,229.6,1,3,0.25
2519,230.0,105,87,0.55
2520,230.84,1,1,0.5
2521,231.0,23,36,0.39
2522,231.5,3,3,0.5
2523,231.6,4,3,0.57
2524,232.0,11,16,0.41
2525,232.33,1,2,0.33
2526,232.5,2,3,0.4
2527,233.0,6,14,0.3
2528,233.1,4,3,0.57
2529,233.33,2,4,0.33
2530,234.0,12,24,0.33
2531,234.5,1,1,0.5
2532,234.6,1,1,0.5
2533,234.67,1,1,0.5
2534,235.0,14,27,0.34
2535,235.67,1,1,0.5
2536,235.71,1,1,0.5
2537,236.0,4,16,0.2
2538,236.14,1,1,0.5
2539,236.5,1,1,0.5
2540,236.67,3,3,0.5
2541,237.0,10,7,0.59
2542,237.33,1,6,0.14
2543,237.6,1,3,0.25
2544,238.0,6,7,0.46
2545,239.0,14,28,0.33
2546,239.1,1,2,0.33
2547,239.3,1,2,0.33
2548,240.0,36,32,0.53
2549,240.3,2,4,0.33
2550,240.6,1,1,0.5
2551,241.0,17,26,0.4
2552,241.48,1,1,0.5
2553,241.6,1,1,0.5
2554,241.75,1,1,0.5
2555,242.0,7,11,0.39
2556,242.5,1,2,0.33
2557,242.67,1,1,0.5
2558,243.0,3,12,0.2
2559,243.33,1,1,0.5
2560,243.9,1,2,0.33
2561,244.0,15,31,0.33
2562,245.0,9,19,0.32
2563,245.5,1,1,0.5
2564,246.0,6,14,0.3
2565,246.5,1,1,0.5
2566,246.67,2,1,0.67
2567,247.0,4,10,0.29
2568,247.33,1,1,0.5
2569,248.0,10,8,0.56
2570,248.33,1,2,0.33
2571,249.0,10,18,0.36
2572,249.5,3,1,0.75
2573,250.0,49,36,0.58
2574,251.0,4,15,0.21
2575,251.43,2,1,0.67
2576,251.7,1,1,0.5
2577,252.0,23,12,0.66
2578,253.0,1,13,0.07
2579,253.25,1,1,0.5
2580,253.33,1,1,0.5
2581,253.8,1,1,0.5
2582,254.0,8,9,0.47
2583,254.31,1,1,0.5
2584,255.0,8,9,0.47
2585,256.0,4,8,0.33
2586,256.5,3,5,0.38
2587,257.0,6,5,0.55
2588,257.6,2,1,0.67
2589,258.0,6,14,0.3
2590,259.0,20,20,0.5
2591,259.33,1,1,0.5
2592,260.0,18,24,0.43
2593,260.5,1,2,0.33
2594,261.0,3,12,0.2
2595,262.0,16,13,0.55
2596,262.5,1,3,0.25
2597,263.0,2,5,0.29
2598,263.33,1,1,0.5
2599,264.0,5,11,0.31
2600,265.0,9,11,0.45
2601,266.0,2,6,0.25
2602,266.43,1,1,0.5
2603,267.0,3,4,0.43
2604,267.86,1,1,0.5
2605,268.0,2,7,0.22
2606,269.0,7,13,0.35
2607,269.5,1,1,0.5
2608,270.0,18,23,0.44
2609,271.0,3,19,0.14
2610,272.0,2,2,0.5
2611,272.5,1,1,0.5
2612,273.0,4,4,0.5
2613,274.0,4,9,0.31
2614,274.67,1,1,0.5
2615,275.0,6,8,0.43
2616,276.6,1,2,0.33
2617,277.0,4,4,0.5
2618,277.5,2,1,0.67
2619,277.67,2,1,0.67
2620,278.0,2,3,0.4
2621,279.0,3,9,0.25
2622,280.0,4,3,0.57
2623,281.0,2,7,0.22
2624,282.0,3,4,0.43
2625,282.5,1,2,0.33
2626,283.0,1,6,0.14
2627,284.0,1,7,0.12
2628,284.86,1,1,0.5
2629,285.0,1,7,0.12
2630,286.0,1,5,0.17
2631,287.0,4,2,0.67
2632,287.5,1,1,0.5
2633,288.0,4,3,0.57
2634,289.0,3,5,0.38
2635,290.0,7,3,0.7
2636,290.67,2,1,0.67
2637,291.0,1,2,0.33
2638,292.0,9,2,0.82
2639,293.0,1,2,0.33
2640,294.0,1,4,0.2
2641,295.0,3,13,0.19
2642,297.0,5,3,0.62
2643,298.0,3,2,0.6
2644,299.0,5,5,0.5
2645,299.33,1,1,0.5
2646,300.0,2,12,0.14
2647,303.0,2,1,0.67
2648,304.0,1,1,0.5
2649,305.0,3,20,0.13
2650,306.0,2,5,0.29
2651,307.0,2,2,0.5
2652,308.0,2,1,0.67
2653,309.0,1,1,0.5
2654,310.0,4,5,0.44
2655,311.0,2,3,0.4
2656,315.0,7,3,0.7
2657,317.0,2,2,0.5
2658,318.0,2,2,0.5
2659,319.0,1,3,0.25
2660,322.0,2,4,0.33
2661,328.0,2,1,0.67
2662,329.0,1,3,0.25
2663,330.0,2,1,0.67
2664,338.0,2,1,0.67
2665,340.0,4,6,0.4
2666,341.0,1,1,0.5
2667,343.0,1,1,0.5
2668,378.0,5,1,0.83
2669,382.0,1,1,0.5
2670,388.0,1,1,0.5
2671,392.0,1,1,0.5
